0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-726.2172,68.54142,3.2933977,12.2053,5.5102777,13.66741,-2.9838283,3.0980291,-3.3108134,-1.5643843,-7.861652,-2.1242816,2.849204,-2.6678061,0.95902014,1.6281663,-2.736689,0.25424105,2.6753771,-1.7611657,-1.8864743,-0.9756199,-0.3794373,0.4002728,-3.0440438,-2.9012582,-0.10924798,-0.86356515,-3.3332694,-1.9784652,0.4570815,-1.3991097,-2.9268558,0.013956698,-0.4907339,-0.57090545,0.04039928,-1.2072176,-1.5949816,-1.4364872,neutral
-719.1283,70.20157,1.168397,13.122543,7.83695,14.41129,-4.1113596,4.468973,-3.5393667,-3.658608,-7.648504,-1.4770776,3.031821,-2.4618676,0.59473425,0.9784503,-2.8361645,0.07381554,1.7593119,-2.0631857,-2.3056283,-0.6622538,-0.9478812,0.49746618,-1.6925769,-3.4717655,-0.26927552,-0.77677804,-4.091075,-1.2800434,0.2754601,-2.5214698,-2.9876728,0.4097349,-0.4841843,-1.3983909,0.25520355,-0.9849785,-2.093061,-1.040791,neutral
-714.9957,69.68935,3.9245636,11.92419,6.4217234,11.011614,-2.878103,4.5095577,-4.476109,-2.6715493,-7.4992833,-2.9622655,1.8734848,-2.9128888,0.52569175,1.3727965,-2.3648307,-2.0204954,1.6025525,-1.5617238,-3.720789,-1.8949177,0.37380674,1.2185683,-2.7771025,-2.725419,-0.8127443,-0.5070556,-2.857712,-1.1507949,-0.0021191328,-0.90915155,-3.0459554,-0.3732943,-0.84914505,-0.9221047,-0.17031977,-1.1444225,-1.7256124,-1.4505606,neutral
-710.9753,67.56489,5.7822413,13.230727,6.1908455,12.628252,-1.6751693,5.6574936,-4.950634,-3.4775453,-7.4165573,-1.9370041,2.2715254,-0.6112554,0.17463198,1.3954356,-2.391466,-0.66533786,1.7429572,-0.49506843,-3.0143745,-0.97913355,0.534614,0.2684628,-2.3651779,-2.670341,-1.3975948,-0.043934163,-2.1590412,-1.5748217,-0.40380615,-1.3296506,-2.5134048,-0.1902761,-0.64594877,-0.55391866,0.45929873,-1.5800847,-1.6476822,-1.5095106,neutral
-759.92175,75.78352,6.0236053,14.557394,6.4541883,14.631508,-3.004551,4.6209702,-5.200016,-0.70743024,-7.7902875,-3.5649483,2.18097,-1.8324066,-0.3502734,0.8292604,-2.523554,-0.66125256,2.9179912,-1.9391867,-3.0332398,-0.29330766,-0.24490716,-0.5406664,-2.9568315,-2.1041048,-1.4002062,-0.9253891,-3.722793,-1.9921645,0.20646286,-2.1885817,-2.8355007,0.46374577,-1.0191672,-1.4114406,0.35043326,-1.5198916,-1.2501123,-0.6138516,calm
-735.0066,79.09305,8.141051,11.41355,5.174124,15.393285,-2.7520719,2.9645836,-5.388972,-1.6918324,-5.8528347,-4.0432878,3.0046408,-1.0366161,-0.06775661,0.088213384,-2.2095819,-1.4559767,2.5682304,-1.5963125,-2.6786845,-1.4108758,0.11890569,-0.12726331,-2.8479033,-1.7715892,-1.8862902,-0.79116225,-3.215491,-2.1809144,0.24123263,-2.247445,-2.2200978,-0.24941187,-0.9758897,-0.95585364,-0.25904405,-2.1528797,-1.9730748,-1.6481355,calm
-733.5249,81.58986,4.8633575,14.423686,5.2676888,13.96856,-3.0856166,7.1732454,-4.8214383,-0.9674488,-6.2504735,-3.8666399,3.3255188,-1.6680715,1.9813907,0.965025,-2.9701676,0.92509633,2.6618712,-2.686702,-4.0897026,-1.1427792,-0.041476127,0.63960415,-4.437098,-1.9786648,-1.6683793,-0.12961586,-2.648198,-1.7407794,-0.24314989,-1.4994992,-3.4421825,1.0794884,-1.8406905,-1.1412957,-0.5468922,-1.8944058,-1.67383,-0.97683465,calm
-728.363,82.324936,7.5005765,12.542464,6.788125,14.805659,-2.9095802,6.9378386,-4.84434,-1.8469235,-5.6877103,-3.6666536,2.2403512,-1.4234432,1.2192734,1.1254897,-2.724321,0.4126956,2.779966,-1.6963865,-3.6588929,-0.6342616,-0.3705352,0.9723826,-4.1021852,-2.8252192,-1.5755265,-0.56038326,-1.8017431,-1.60203,-0.63597625,-0.91452146,-2.7520134,0.36075664,-1.9869837,-1.1664827,-0.42687818,-2.1698256,-1.7610769,-0.40719292,calm
-771.62524,83.32755,9.759607,14.268048,6.201726,16.020977,-2.8468978,4.4702497,-5.536262,0.87879485,-5.3482485,-3.029556,2.3405735,0.6652833,1.3866221,-0.022842692,-2.428593,0.2481957,2.2790198,-1.0718266,-0.17045914,-2.293886,0.008647349,2.5945902,-3.9040556,-2.8804715,-0.22999476,-0.634688,-3.327101,-1.5811127,0.17730486,-1.4821044,-1.436423,0.6987756,-1.6221272,-0.7385669,-0.6342776,-1.8994281,-2.5306487,-2.0102644,calm
-733.9896,82.99157,3.796794,13.411559,3.1084964,16.039553,-5.652945,5.5606713,-7.840987,-1.1772105,-5.7287865,-4.109694,3.8823817,-1.0434911,1.0040569,-1.4276097,-2.603616,-0.43864214,1.8452337,-2.6793857,-1.474066,-1.825614,-0.25426906,1.7353026,-4.238995,-2.1476486,-0.5318236,-0.107676245,-3.4672797,-1.6796225,-0.39436308,-2.1952233,-2.3580544,-0.2694986,-0.91077596,-0.97108704,-1.1833144,-2.2724657,-2.1504447,-2.1373334,calm
-735.9587,83.71625,8.72074,16.973064,1.3004175,16.308208,-2.9989035,8.180384,-9.681773,1.4794084,-8.105539,-3.2144182,3.27963,0.31779978,2.817018,-0.34872127,-2.9823353,1.2632202,1.0595357,-2.9681041,-2.5794728,-1.8215864,-1.6087784,0.56213856,-4.6880345,-3.7237332,-0.39201403,0.10166964,-3.5758035,-2.9248936,0.51331097,-1.1766058,-3.279184,0.8971122,-1.970183,-1.853939,-0.5524494,-2.6094398,-2.0077808,-1.0270189,calm
-724.8058,83.05965,0.8636632,13.715781,5.3935227,15.342071,-3.8907716,6.682707,-9.109154,-2.3108945,-7.557554,-2.6653073,4.4087,0.14785653,1.0969508,-0.124872774,-4.136439,-0.09255699,1.5357999,-1.9606643,-3.120945,-1.0665365,-0.74615884,2.2444818,-4.4618015,-2.8692071,-2.047135,0.80569756,-3.4585025,-1.2835166,0.7801639,-1.3988305,-2.0538995,0.47394878,-1.0737795,-0.7795569,-1.4536701,-2.325875,-2.7308962,-2.0387223,calm
-679.53876,78.69846,0.6677377,10.390019,5.2070203,11.5252285,-7.0435305,2.0349188,-6.769452,-3.4523165,-8.604058,-2.1430967,2.1536028,-5.7758937,-1.6065859,1.34266,-3.685317,-2.2485826,2.962755,-2.2755642,-5.540474,-1.7210923,-1.0960617,-1.7761083,-3.8315887,-2.8404799,-0.4915697,-1.1081339,-4.480332,-1.8882798,-1.4461466,-2.3935592,-3.66927,-0.4937051,-1.3198105,-3.2003286,-0.40073353,-2.3981788,-2.7368388,-1.2463549,happy
-658.3063,78.063484,-0.78696334,10.139038,8.304726,12.286283,-4.8716974,0.52415824,-5.5969224,-3.2145643,-9.875024,-1.7062539,3.7575343,-5.973937,-0.33157283,2.978453,-3.0217645,-2.5681202,3.6451254,-2.1180198,-5.375608,-2.093978,1.6240497,-1.1843983,-3.4878762,-3.2193878,-0.42661497,-1.2460377,-5.856864,-0.6302451,-0.46622032,-1.6577942,-2.3192806,-1.458005,-1.3490732,-3.2940538,-0.0079161525,-1.3784136,-3.117127,-0.79918444,happy
-693.60925,77.67328,2.3561034,12.037887,5.272909,9.537619,-5.2778487,3.814017,-8.264009,-3.2064867,-11.793282,-2.4545708,4.334239,-4.8832984,-2.1284635,2.0463533,-3.1290445,-1.5454041,3.1501718,-3.032046,-4.228603,-1.6262956,-0.13141297,-2.0115032,-4.5329547,-2.1244311,-2.6634705,-0.583278,-3.9130845,-2.2408092,-0.5822532,-1.690992,-3.7925253,0.030992026,-0.8207782,-2.3679044,-0.67349875,-2.0501907,-2.4261017,-1.1997957,happy
-683.93146,74.13294,1.0578562,17.886679,6.339445,11.593822,-5.891603,6.8250275,-6.587666,-1.8747079,-10.637551,-2.1259463,2.7909563,-3.7434037,0.07247776,2.1894686,-2.983517,-1.3212404,3.2872798,-3.3843741,-4.5398107,-1.5245887,-0.5493213,-1.0891922,-4.567564,-1.847011,-2.226486,-0.41840068,-3.8095338,-2.6951325,0.022677476,-1.1722951,-4.315626,-0.29629812,-1.4798707,-2.2765543,-0.510212,-2.18103,-2.1710746,-1.2014514,happy
-627.4205,67.704384,-6.669489,9.967615,-3.0760913,7.208737,-5.0634565,-2.9935553,-10.524828,-4.989577,-8.107446,-8.362473,0.3314783,-4.2436504,-5.219749,0.21778569,-4.3218575,-4.6360445,-1.473587,-3.0157268,-5.5171285,-2.4348655,-1.3653436,-4.1196713,-4.51203,-3.3126726,-3.6878445,-2.303888,-4.7816515,-2.5594137,-1.9499012,-1.694022,-1.247,0.85492826,0.93284255,0.45615348,-0.37700376,-1.5009383,-1.9258796,-1.2331253,happy
-591.9702,72.971,-6.905822,4.645147,0.41286436,8.77231,-4.1541224,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126158,4.071781,-3.4832249,-5.4047914,0.86933583,-2.3556378,-4.450651,-0.57840717,-1.7785734,-6.545406,-4.639688,-1.1440251,-3.5678375,-4.9191556,-4.1422744,-3.9449704,-1.951194,-4.340653,-2.6003568,0.0098124305,-0.9525534,-3.2019978,-0.6739312,0.5550261,-2.313093,-2.0368211,-0.47399598,0.71392524,0.7556539,happy
-554.2307,70.283676,-10.080169,11.619575,-1.2718135,10.0290985,-6.932471,-0.29826075,-9.17895,-6.3009877,-12.87689,-5.181731,3.789686,-6.8733644,-3.9640012,1.6868478,-3.3288593,-5.559685,0.8023907,-1.9896815,-7.0700197,-2.7475646,-0.6733146,-3.8868592,-5.28272,-3.9329636,-2.8237193,-2.5137646,-5.8452616,-2.6460059,-3.2979717,-2.9057572,-4.4308567,-2.3118117,-2.7097282,-4.369153,-0.9014349,-0.36411542,-1.4369469,1.6491854,happy
-568.1388,70.80917,-8.760222,11.967098,-2.9723804,10.001248,-8.551405,0.02781801,-9.052507,-6.328847,-12.138224,-7.0935783,1.7016895,-5.7180758,-3.0275192,1.1591641,-2.6721182,-5.5882483,-1.0657127,-1.95952,-6.810384,-4.4911523,-1.1121565,-2.570263,-5.15708,-4.7329016,-2.7157762,-2.1995075,-6.433728,-3.5491924,-2.5800996,-2.421778,-5.154196,-2.4990625,-2.667324,-3.7230113,-2.9257803,-1.8580989,-2.6327937,-2.1749992,happy
-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315607,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796026,-3.5052686,1.5040185,-1.6673055,-4.6470814,-1.398722,0.42264083,-3.067516,-3.5612204,-3.608915,-2.360362,0.18047136,-3.6961968,-3.8520033,-1.9938283,-0.61822903,-4.4605875,-2.0738494,-0.553845,-2.5048208,-2.6100934,-1.668118,-0.905493,-1.8386656,-1.747307,-1.3653858,-1.9686563,-1.5951759,sad
-732.4854,80.96551,3.486698,13.031231,8.979398,14.107941,-4.7872906,6.040529,-4.208775,-5.16262,-7.1502514,-4.6642747,-0.31327248,-2.1768177,-0.45821714,-1.0323428,-2.9702644,-0.028320733,0.24600047,-1.661396,-2.221555,-1.8605202,-1.1843705,1.2160262,-3.4273987,-3.7494137,-0.9461189,0.09569804,-3.8884897,-1.7439624,0.0762995,-2.0458455,-1.9808115,-1.1088154,-1.7234302,-1.6846809,-0.90431035,-0.77341133,-1.7357408,-1.7303202,sad
-766.6507,73.99263,2.4763806,10.077653,7.928804,11.792142,-5.2503986,4.038565,-4.807725,-4.9669833,-7.7130537,-2.5745971,0.20226559,-1.4582433,-0.09136573,-0.9052931,-2.4779255,-1.9300303,0.17508847,-1.3837141,-3.835055,-4.409331,-0.49962652,1.0700343,-3.8963583,-3.0342016,-2.3421686,-1.0309315,-3.9242475,-1.9133875,0.16074601,-1.4910147,-1.4070646,-0.05036159,-1.7097125,-0.87848413,-0.23511346,-1.3237718,-3.3786516,-1.0370684,sad
-736.81494,70.96664,4.844919,13.2525215,7.9328127,11.802074,-4.9299827,6.692443,-3.7731934,-5.046368,-8.592158,-2.9672074,-0.14794534,-3.3797421,0.6299929,-0.12634195,-2.5132234,-1.9836738,1.39221,0.13401192,-2.8598235,-2.5119689,-1.2122017,1.3082081,-3.6622906,-3.655927,-1.4567018,-0.7138876,-3.249944,-1.7579454,-0.41917324,-1.1189158,-2.8217337,-1.6057994,-1.7481611,-0.4092639,-0.37306398,-0.83902496,-1.4029135,-1.067403,sad
-704.1285,77.837975,5.096841,14.805322,8.491689,14.999446,-6.490629,5.851003,-5.3327923,-4.5298414,-6.2781534,-1.5529009,0.51038957,-4.0415516,0.811539,-0.8273821,-3.6847048,-1.7788117,1.9421068,-2.2469885,-3.2226808,-2.7722187,-1.696434,0.19081745,-2.7372365,-2.7511287,-1.772287,-0.36888248,-4.9468603,-1.9291248,-0.75270057,-1.7337325,-2.1706603,-0.41602328,-0.13685286,-1.0945629,-0.43080315,-1.9481626,-0.8935877,-1.6140404,sad
-652.2412,69.28093,-3.6923711,11.728851,3.0127633,11.101811,-6.106993,-1.5688689,-6.384501,-5.752694,-10.740143,-4.3840003,1.1800429,-6.008564,-2.2729588,0.70329905,-3.6963775,-4.5395217,1.7904212,-3.0540357,-6.212289,-2.3027375,0.54561263,-1.1767192,-4.405317,-2.8589845,-2.4877415,-4.152132,-4.5278826,-1.9703506,-2.4615774,-1.4147753,-3.1768486,-2.5488355,-0.99259204,-2.0884802,-0.84824127,-2.4045784,-2.594049,-2.3785262,sad
-650.43463,71.005745,-1.6740124,11.137108,6.4263363,11.243235,-6.4243813,1.0434883,-7.5295334,-6.578289,-13.766916,-3.7808657,1.1671071,-6.466519,-1.8466762,0.44993588,-4.204725,-3.6649117,1.6820557,-1.8880976,-4.993597,-3.5044808,-1.224304,-1.6040494,-3.935669,-4.6879363,-3.0842369,-0.7735611,-5.076793,-3.8286033,-1.9610488,-1.5175937,-5.2060003,-2.0292227,-1.5557456,-3.1739335,-1.2354317,-3.2201936,-2.3302746,-2.194348,sad
-636.48676,70.95319,-4.674072,14.9717245,3.3033524,11.239858,-7.639233,1.0996047,-7.387783,-5.972332,-11.932848,-3.008971,1.6879239,-5.366695,-1.5202535,0.61628735,-5.0215516,-4.0088162,2.2532144,-3.0063324,-5.5013757,-3.3778994,-1.5058589,-1.4256325,-4.7549343,-3.3861935,-2.7200418,-0.6074736,-5.568753,-3.0666003,-1.2760773,-2.189247,-4.2404237,-0.8260472,-2.1374042,-3.2780337,-0.46189618,-2.909255,-2.4886181,-2.4560215,sad
-578.98865,62.405315,-8.723745,13.807444,1.7894554,6.853797,-6.7793736,1.6812309,-3.1294832,-0.87246543,-9.711343,-3.9222546,1.1898441,-3.7243228,-1.9656613,0.19435602,-4.415188,-2.1147544,-0.7156225,-3.3726473,-3.651947,-1.7032433,-2.40775,-2.8732224,-3.9118767,-2.848507,-2.775229,-2.2486777,-4.210746,-2.3585813,-1.4836943,-1.6866091,-3.358273,0.3106429,-0.57964057,-2.3427477,-0.46525297,0.010034157,-1.2519864,-1.4526057,angry
-558.0903,60.273037,-9.1174965,13.649889,-2.485257,6.0296597,-7.8237543,0.5218871,-7.946145,-5.875875,-9.344623,-5.446145,-1.7070967,-5.1905117,-4.1864047,-1.3533068,-4.8050766,-2.6292021,-1.974268,-4.780808,-4.972579,-1.2799162,-3.4028103,-3.9719522,-3.3627903,-2.5095763,-3.1481736,-0.5334844,-2.3583155,-0.6066123,-1.4692943,-0.7639975,-2.621752,-0.96818733,-1.6112051,-2.7582588,-1.6067156,-0.99228317,-2.5597982,-1.6857026,angry
-595.0243,58.63152,-2.327618,13.655265,2.5868275,7.25531,-6.0467424,2.112173,-5.7803307,-4.3421254,-9.432346,-3.4377162,-0.09518721,-5.34765,-0.6031703,-0.71747947,-4.5572424,-1.5924432,0.046154823,-2.8753767,-5.7461805,-1.4012327,-1.0356464,-2.9443898,-4.6503825,-3.4400973,-1.8095429,-2.1046824,-4.291373,-2.7670534,-1.8389455,-2.3171694,-3.6732938,-1.4841696,-1.4856931,-2.1283062,-1.4127328,-0.5362482,-1.6430424,-0.5906823,angry
